defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,failure_mode,machine_id
DEF-00732,L03325,Tool Damage,2026-06-10,Tool Tip,Minor,Ultrasonic,89.15,TWF,LINE1-M01
DEF-00733,H03341,Power Defect,2026-06-10,VFD Unit,Major,Automated,569.9,PWF,LINE1-M01
DEF-00734,L03347,Power Defect,2026-06-10,VFD Unit,Major,X-Ray,396.01,PWF,LINE1-M01
DEF-00735,M03373,Power Defect,2026-06-10,Drive Motor,Major,Automated,548.51,PWF,LINE2-M01
DEF-00736,L03392,Power Defect,2026-06-10,Drive Motor,Major,X-Ray,401.27,PWF,LINE2-M01
DEF-00737,L03401,Tool Damage,2026-06-10,Spindle Interface,Major,X-Ray,508.76,TWF,LINE3-M01
DEF-00738,M03402,Tool Damage,2026-06-10,Tool Tip,Major,X-Ray,777.13,TWF,LINE2-M02
DEF-00739,H03403,Tool Damage,2026-06-10,Spindle Interface,Critical,Manual,1710.07,TWF,LINE3-M02
DEF-00740,L03404,Tool Damage,2026-06-10,Tool Tip,Major,Ultrasonic,500.25,TWF,LINE3-M01
DEF-00741,M03405,Tool Damage,2026-06-10,Cutting Edge,Major,Visual,379.58,TWF,LINE2-M02
DEF-00742,M03406,Tool Damage,2026-06-10,Cutting Edge,Minor,X-Ray,116.57,TWF,LINE1-M01
DEF-00743,M03407,Tool Damage,2026-06-10,Spindle Interface,Critical,Manual,2461.67,TWF,LINE2-M02
DEF-00744,L03408,Tool Damage,2026-06-10,Tool Tip,Major,Automated,475.27,TWF,LINE3-M01
DEF-00745,L03410,Power Defect,2026-06-10,Power Supply,Critical,Visual,1309.17,PWF,LINE2-M01
DEF-00746,L03414,Power Defect,2026-06-10,Power Supply,Critical,Manual,1482.28,PWF,LINE2-M02
DEF-00747,L03422,Power Defect,2026-06-10,Drive Motor,Major,Ultrasonic,294.0,PWF,LINE1-M01
DEF-00748,H03426,Power Defect,2026-06-10,Electrical Panel,Major,Visual,552.91,PWF,LINE1-M01
DEF-00749,M03433,Power Defect,2026-06-10,Power Supply,Critical,Ultrasonic,2231.18,PWF,LINE1-M01
DEF-00750,M03454,Power Defect,2026-06-10,Drive Motor,Critical,Automated,997.16,PWF,LINE2-M02
DEF-00751,L03465,Power Defect,2026-06-10,Drive Motor,Critical,Visual,1645.69,PWF,LINE1-M01
DEF-00752,L03466,Power Defect,2026-06-10,Electrical Panel,Major,Visual,483.49,PWF,LINE2-M02
DEF-00753,M03474,Thermal Defect,2026-06-10,Cooling System,Major,Ultrasonic,340.8,HDF,LINE1-M01
DEF-00754,L03476,Power Defect,2026-06-10,VFD Unit,Major,X-Ray,477.31,PWF,LINE1-M01
DEF-00755,L03484,Tool Damage,2026-06-10,Tool Tip,Minor,Ultrasonic,248.33,TWF,LINE3-M01
DEF-00756,L03485,Tool Damage,2026-06-10,Spindle Interface,Major,Ultrasonic,716.18,TWF,LINE2-M01
DEF-00757,L03486,Tool Damage,2026-06-10,Tool Tip,Major,Automated,325.72,TWF,LINE1-M01
DEF-00758,H03487,Tool Damage,2026-06-10,Tool Tip,Major,Automated,649.73,TWF,LINE3-M02
DEF-00759,L03488,Tool Damage,2026-06-10,Tool Holder,Major,Manual,498.04,TWF,LINE3-M01
DEF-00760,L03489,Tool Damage,2026-06-10,Spindle Interface,Critical,Visual,1978.39,TWF,LINE3-M01
DEF-00761,M03490,Tool Damage,2026-06-10,Tool Tip,Major,Automated,268.66,TWF,LINE2-M02
DEF-00762,L03491,Tool Damage,2026-06-10,Spindle Interface,Major,Manual,576.65,TWF,LINE3-M02
DEF-00763,L03499,Thermal Defect,2026-06-10,Cooling System,Minor,Manual,191.12,HDF,LINE2-M02
DEF-00764,L03508,Power Defect,2026-06-11,Power Supply,Critical,Automated,1049.95,PWF,LINE3-M02
DEF-00765,L03517,Power Defect,2026-06-11,VFD Unit,Critical,Visual,1471.78,PWF,LINE2-M02
DEF-00766,H03518,Power Defect,2026-06-11,Drive Motor,Critical,Automated,1395.04,PWF,LINE3-M01
DEF-00767,L03525,Power Defect,2026-06-11,Electrical Panel,Critical,Automated,2404.25,PWF,LINE1-M01
DEF-00768,H03531,Power Defect,2026-06-11,VFD Unit,Critical,Visual,1890.92,PWF,LINE3-M01
DEF-00769,L03546,Thermal Defect,2026-06-11,Bearing Assembly,Critical,Automated,1049.0,HDF,LINE1-M02
DEF-00770,H03548,Power Defect,2026-06-11,Electrical Panel,Major,Visual,484.35,PWF,LINE1-M01
DEF-00771,L03553,Structural Stress,2026-06-11,Chuck Assembly,Major,Ultrasonic,385.81,OSF,LINE3-M02
DEF-00772,L03554,Power Defect,2026-06-11,Drive Motor,Major,Manual,672.46,PWF,LINE3-M02
DEF-00773,M03556,Power Defect,2026-06-11,Electrical Panel,Major,Manual,526.35,PWF,LINE2-M02
DEF-00774,L03557,Power Defect,2026-06-11,VFD Unit,Major,Visual,467.29,PWF,LINE2-M02
DEF-00775,L03562,Tool Damage,2026-06-11,Spindle Interface,Minor,Ultrasonic,145.39,TWF,LINE3-M02
DEF-00776,M03563,Tool Damage,2026-06-11,Cutting Edge,Major,Manual,352.44,TWF,LINE2-M02
DEF-00777,L03564,Structural Stress,2026-06-11,Shaft,Critical,X-Ray,2374.53,OSF,LINE1-M02
DEF-00778,M03566,Tool Damage,2026-06-11,Tool Holder,Major,X-Ray,724.43,TWF,LINE2-M02
DEF-00779,M03567,Tool Damage,2026-06-11,Spindle Interface,Critical,Ultrasonic,2254.46,TWF,LINE2-M01
DEF-00780,L03568,Tool Damage,2026-06-11,Cutting Edge,Minor,Automated,169.55,TWF,LINE3-M01
DEF-00781,H03569,Tool Damage,2026-06-11,Tool Holder,Major,X-Ray,695.81,TWF,LINE3-M02
DEF-00782,L03570,Tool Damage,2026-06-11,Spindle Interface,Major,X-Ray,544.95,TWF,LINE3-M02
DEF-00783,L03573,Tool Damage,2026-06-11,Spindle Interface,Major,Visual,729.34,TWF,LINE1-M01
DEF-00784,L03578,Power Defect,2026-06-11,Drive Motor,Major,Automated,371.91,PWF,LINE3-M01
DEF-00785,L03580,Power Defect,2026-06-11,Drive Motor,Critical,Visual,2238.71,PWF,LINE3-M02
DEF-00786,M03587,Power Defect,2026-06-11,VFD Unit,Critical,X-Ray,2354.74,PWF,LINE2-M02
DEF-00787,H03602,Power Defect,2026-06-11,VFD Unit,Critical,Automated,1783.71,PWF,LINE1-M01
DEF-00788,M03604,Power Defect,2026-06-11,Drive Motor,Critical,Ultrasonic,1052.6,PWF,LINE3-M02
DEF-00789,L03621,Thermal Defect,2026-06-11,Motor Housing,Major,X-Ray,548.51,HDF,LINE3-M02
DEF-00790,L03646,Tool Damage,2026-06-11,Cutting Edge,Minor,X-Ray,52.55,TWF,LINE2-M02
DEF-00791,M03648,Tool Damage,2026-06-11,Tool Tip,Major,Ultrasonic,587.2,TWF,LINE3-M01
DEF-00792,H03649,Power Defect,2026-06-11,Electrical Panel,Critical,Automated,2094.85,PWF,LINE2-M02
DEF-00793,L03650,Tool Damage,2026-06-11,Tool Holder,Critical,Manual,1546.01,TWF,LINE2-M01
DEF-00794,L03651,Tool Damage,2026-06-11,Tool Tip,Major,Ultrasonic,672.52,TWF,LINE3-M02
DEF-00795,H03652,Tool Damage,2026-06-11,Tool Holder,Major,Automated,621.76,TWF,LINE1-M01
DEF-00796,M03653,Tool Damage,2026-06-11,Tool Tip,Major,Visual,627.67,TWF,LINE1-M02
DEF-00797,L03654,Tool Damage,2026-06-11,Spindle Interface,Major,Automated,782.52,TWF,LINE3-M02
DEF-00798,H03662,Thermal Defect,2026-06-11,Cooling System,Critical,Automated,1484.95,HDF,LINE3-M01
DEF-00799,H03670,Power Defect,2026-06-11,Drive Motor,Critical,X-Ray,2167.13,PWF,LINE2-M01
DEF-00800,M03673,Power Defect,2026-06-11,VFD Unit,Critical,Automated,2174.56,PWF,LINE3-M02
DEF-00801,L03674,Power Defect,2026-06-11,Electrical Panel,Critical,Visual,1599.76,PWF,LINE1-M01
DEF-00802,L03687,Power Defect,2026-06-11,Power Supply,Minor,Automated,54.27,PWF,LINE1-M01
DEF-00803,L03699,Power Defect,2026-06-11,Drive Motor,Minor,X-Ray,115.07,PWF,LINE3-M02
DEF-00804,M03702,Power Defect,2026-06-11,Electrical Panel,Major,Ultrasonic,415.01,PWF,LINE3-M01
DEF-00805,L03705,Power Defect,2026-06-11,Electrical Panel,Critical,Ultrasonic,1969.58,PWF,LINE1-M02
DEF-00806,L03708,Power Defect,2026-06-11,Power Supply,Critical,Ultrasonic,2118.87,PWF,LINE2-M02
DEF-00807,H03709,Power Defect,2026-06-11,Power Supply,Critical,Manual,2412.34,PWF,LINE3-M02
DEF-00808,L03718,Power Defect,2026-06-11,Drive Motor,Critical,X-Ray,1284.56,PWF,LINE3-M01
DEF-00809,L03719,Power Defect,2026-06-11,Power Supply,Minor,X-Ray,231.93,PWF,LINE3-M01
DEF-00810,L03722,Power Defect,2026-06-11,Electrical Panel,Critical,Ultrasonic,2062.86,PWF,LINE3-M01
DEF-00811,L03724,Thermal Defect,2026-06-11,Heat Exchanger,Critical,X-Ray,1356.34,HDF,LINE1-M01
DEF-00812,L03729,Tool Damage,2026-06-11,Tool Holder,Major,X-Ray,350.13,TWF,LINE2-M02
DEF-00813,L03730,Power Defect,2026-06-11,Power Supply,Major,Ultrasonic,507.24,PWF,LINE1-M01
DEF-00814,M03731,Tool Damage,2026-06-11,Spindle Interface,Major,Ultrasonic,735.79,TWF,LINE2-M01
DEF-00815,M03734,Tool Damage,2026-06-11,Spindle Interface,Major,X-Ray,483.39,TWF,LINE1-M02
DEF-00816,H03735,Tool Damage,2026-06-11,Tool Holder,Major,Manual,488.92,TWF,LINE1-M02
DEF-00817,L03736,Tool Damage,2026-06-11,Cutting Edge,Critical,Manual,1225.1,TWF,LINE1-M01
DEF-00818,L03738,Tool Damage,2026-06-11,Cutting Edge,Major,Manual,277.31,TWF,LINE2-M02
DEF-00819,M03739,Tool Damage,2026-06-11,Tool Holder,Critical,Automated,2007.37,TWF,LINE1-M01
DEF-00820,L03757,Power Defect,2026-06-11,VFD Unit,Minor,Visual,206.82,PWF,LINE1-M01
DEF-00821,H03763,Power Defect,2026-06-11,Power Supply,Major,X-Ray,635.04,PWF,LINE1-M02
DEF-00822,H03766,Power Defect,2026-06-11,Electrical Panel,Major,X-Ray,574.31,PWF,LINE1-M01
DEF-00823,L03775,Thermal Defect,2026-06-11,Bearing Assembly,Critical,Ultrasonic,1690.6,HDF,LINE3-M01
DEF-00824,M03778,Power Defect,2026-06-11,Power Supply,Major,Automated,576.06,PWF,LINE3-M02
DEF-00825,M03782,Power Defect,2026-06-11,VFD Unit,Critical,X-Ray,1205.89,PWF,LINE2-M02
DEF-00826,L03786,Power Defect,2026-06-11,Power Supply,Major,Visual,513.11,PWF,LINE1-M01
DEF-00827,L03787,Power Defect,2026-06-11,VFD Unit,Major,Manual,377.68,PWF,LINE3-M02
DEF-00828,L03790,Thermal Defect,2026-06-11,Heat Exchanger,Critical,Ultrasonic,1784.32,HDF,LINE2-M02
DEF-00829,M03812,Tool Damage,2026-06-11,Tool Holder,Major,Automated,317.02,TWF,LINE1-M02
DEF-00830,L03817,Tool Damage,2026-06-11,Spindle Interface,Major,Ultrasonic,698.56,TWF,LINE1-M02
DEF-00831,H03818,Tool Damage,2026-06-11,Tool Holder,Critical,Visual,2339.8,TWF,LINE3-M01
DEF-00832,L03819,Tool Damage,2026-06-11,Tool Tip,Major,Ultrasonic,418.97,TWF,LINE2-M02
DEF-00833,M03822,Tool Damage,2026-06-11,Tool Holder,Critical,Visual,961.68,TWF,LINE3-M01
DEF-00834,M03823,Tool Damage,2026-06-11,Tool Holder,Minor,Manual,227.44,TWF,LINE2-M01
DEF-00835,L03838,Power Defect,2026-06-11,Electrical Panel,Major,Ultrasonic,610.49,PWF,LINE2-M02
DEF-00836,L03861,Power Defect,2026-06-12,Power Supply,Minor,X-Ray,75.58,PWF,LINE3-M02
DEF-00837,L03866,Power Defect,2026-06-12,Drive Motor,Critical,Ultrasonic,2379.97,PWF,LINE1-M02
DEF-00838,H03883,Power Defect,2026-06-12,Electrical Panel,Critical,X-Ray,2164.76,PWF,LINE3-M01
DEF-00839,L03887,Power Defect,2026-06-12,Electrical Panel,Major,Manual,399.17,PWF,LINE1-M02
DEF-00840,H03889,Power Defect,2026-06-12,VFD Unit,Critical,Manual,924.17,PWF,LINE1-M02
DEF-00841,L03890,Power Defect,2026-06-12,Electrical Panel,Major,X-Ray,306.35,PWF,LINE3-M01
DEF-00842,L03898,Tool Damage,2026-06-12,Tool Tip,Major,Automated,572.25,TWF,LINE2-M01
DEF-00843,H03899,Tool Damage,2026-06-12,Spindle Interface,Major,Manual,515.33,TWF,LINE2-M02
DEF-00844,L03900,Tool Damage,2026-06-12,Tool Tip,Critical,X-Ray,1539.09,TWF,LINE2-M02
DEF-00845,L03903,Tool Damage,2026-06-12,Cutting Edge,Major,Ultrasonic,715.54,TWF,LINE3-M02
DEF-00846,M03905,Tool Damage,2026-06-12,Cutting Edge,Major,Ultrasonic,324.84,TWF,LINE3-M01
DEF-00847,H03906,Tool Damage,2026-06-12,Spindle Interface,Critical,Automated,1192.94,TWF,LINE1-M01
DEF-00848,H03909,Power Defect,2026-06-12,Power Supply,Major,Visual,345.32,PWF,LINE3-M02
DEF-00849,L03912,Power Defect,2026-06-12,Drive Motor,Critical,Manual,1932.73,PWF,LINE2-M02
DEF-00850,H03915,Thermal Defect,2026-06-12,Bearing Assembly,Critical,Ultrasonic,2410.53,HDF,LINE3-M02
DEF-00851,L03917,Power Defect,2026-06-12,Power Supply,Critical,Visual,2068.51,PWF,LINE3-M02
DEF-00852,H03922,Power Defect,2026-06-12,Power Supply,Major,X-Ray,308.0,PWF,LINE1-M02
DEF-00853,H03941,Power Defect,2026-06-12,Power Supply,Minor,Visual,82.02,PWF,LINE3-M02
DEF-00854,H03946,Power Defect,2026-06-12,VFD Unit,Major,Ultrasonic,264.78,PWF,LINE1-M02
DEF-00855,L03959,Power Defect,2026-06-12,Power Supply,Critical,Visual,2218.65,PWF,LINE3-M01
DEF-00856,L03969,Power Defect,2026-06-12,VFD Unit,Minor,Visual,207.02,PWF,LINE2-M01
DEF-00857,H03970,Power Defect,2026-06-12,Drive Motor,Major,Manual,385.16,PWF,LINE2-M02
DEF-00858,M03976,Thermal Defect,2026-06-12,Cooling System,Critical,Automated,1849.97,HDF,LINE2-M01
DEF-00859,L03980,Tool Damage,2026-06-12,Tool Tip,Minor,Automated,73.38,TWF,LINE1-M02
DEF-00860,H03981,Tool Damage,2026-06-12,Cutting Edge,Critical,X-Ray,2182.42,TWF,LINE2-M01
DEF-00861,M03984,Tool Damage,2026-06-12,Tool Tip,Critical,Automated,1372.19,TWF,LINE1-M02
DEF-00862,H03985,Tool Damage,2026-06-12,Spindle Interface,Major,Automated,460.79,TWF,LINE3-M01
DEF-00863,L03986,Tool Damage,2026-06-12,Spindle Interface,Major,Visual,577.42,TWF,LINE1-M02
DEF-00864,L03987,Tool Damage,2026-06-12,Spindle Interface,Major,Visual,518.32,TWF,LINE1-M01
DEF-00865,L03989,Thermal Defect,2026-06-12,Heat Exchanger,Critical,Ultrasonic,840.88,HDF,LINE2-M01
DEF-00866,L04001,Power Defect,2026-06-12,VFD Unit,Minor,Manual,93.12,PWF,LINE3-M01
DEF-00867,L04011,Power Defect,2026-06-12,Electrical Panel,Critical,Ultrasonic,2039.45,PWF,LINE2-M02
DEF-00868,L04014,Thermal Defect,2026-06-12,Cooling System,Critical,Manual,2450.3,HDF,LINE3-M02
DEF-00869,M04021,Power Defect,2026-06-12,Electrical Panel,Critical,Ultrasonic,1915.66,PWF,LINE2-M01
DEF-00870,H04032,Power Defect,2026-06-12,VFD Unit,Major,Visual,607.51,PWF,LINE2-M02
DEF-00871,H04041,Power Defect,2026-06-12,Electrical Panel,Minor,Ultrasonic,182.62,PWF,LINE1-M01
DEF-00872,L04044,Power Defect,2026-06-12,Drive Motor,Critical,Ultrasonic,1851.97,PWF,LINE1-M02
DEF-00873,L04056,Power Defect,2026-06-12,VFD Unit,Critical,Ultrasonic,1343.85,PWF,LINE1-M02
DEF-00874,M04066,Tool Damage,2026-06-12,Cutting Edge,Critical,X-Ray,2398.06,TWF,LINE1-M02
DEF-00875,H04068,Power Defect,2026-06-12,Drive Motor,Critical,Ultrasonic,1766.02,PWF,LINE1-M02
DEF-00876,H04069,Tool Damage,2026-06-12,Cutting Edge,Major,Manual,616.01,TWF,LINE2-M02
DEF-00877,L04070,Tool Damage,2026-06-12,Tool Holder,Major,Visual,354.28,TWF,LINE1-M02
DEF-00878,L04071,Tool Damage,2026-06-12,Tool Tip,Major,Automated,639.81,TWF,LINE2-M01
DEF-00879,L04072,Tool Damage,2026-06-12,Cutting Edge,Major,X-Ray,745.63,TWF,LINE1-M01
DEF-00880,M04078,Power Defect,2026-06-12,VFD Unit,Major,Automated,628.97,PWF,LINE1-M01
DEF-00881,M04085,Power Defect,2026-06-12,Power Supply,Minor,Manual,100.64,PWF,LINE3-M02
DEF-00882,L04101,Power Defect,2026-06-12,VFD Unit,Critical,Ultrasonic,1818.26,PWF,LINE3-M02
DEF-00883,L04110,Power Defect,2026-06-12,Power Supply,Major,Manual,682.4,PWF,LINE1-M01
DEF-00884,M04113,Thermal Defect,2026-06-12,Motor Housing,Major,Ultrasonic,699.77,HDF,LINE2-M02
DEF-00885,H04115,Power Defect,2026-06-12,Power Supply,Major,X-Ray,732.55,PWF,LINE3-M01
DEF-00886,L04119,Power Defect,2026-06-12,VFD Unit,Critical,Ultrasonic,1073.74,PWF,LINE1-M02
DEF-00887,M04145,Tool Damage,2026-06-12,Tool Holder,Critical,Manual,1519.98,TWF,LINE1-M02
DEF-00888,M04146,Tool Damage,2026-06-12,Cutting Edge,Minor,Ultrasonic,146.71,TWF,LINE3-M01
DEF-00889,L04147,Tool Damage,2026-06-12,Tool Holder,Major,Visual,660.59,TWF,LINE2-M02
DEF-00890,L04148,Tool Damage,2026-06-12,Tool Holder,Major,Automated,526.56,TWF,LINE2-M02
DEF-00891,M04152,Tool Damage,2026-06-12,Tool Tip,Major,Visual,422.47,TWF,LINE3-M01
DEF-00892,M04153,Tool Damage,2026-06-12,Cutting Edge,Minor,X-Ray,124.29,TWF,LINE1-M01
DEF-00893,M04154,Tool Damage,2026-06-12,Tool Tip,Critical,Manual,2005.34,TWF,LINE2-M02
DEF-00894,M04155,Tool Damage,2026-06-12,Tool Tip,Minor,Automated,151.49,TWF,LINE3-M02
DEF-00895,M04156,Tool Damage,2026-06-12,Tool Holder,Major,Automated,362.68,TWF,LINE3-M02
DEF-00896,M04168,Power Defect,2026-06-12,Electrical Panel,Critical,Ultrasonic,1155.47,PWF,LINE1-M01
DEF-00897,L04186,Power Defect,2026-06-12,Power Supply,Critical,Visual,1030.88,PWF,LINE3-M01
DEF-00898,M04200,Thermal Defect,2026-06-12,Bearing Assembly,Critical,Ultrasonic,2408.74,HDF,LINE3-M01
DEF-00899,M04207,Power Defect,2026-06-12,VFD Unit,Critical,Manual,1707.38,PWF,LINE1-M02
DEF-00900,L04210,Power Defect,2026-06-12,Drive Motor,Critical,Visual,2202.34,PWF,LINE2-M01
DEF-00901,L04217,Power Defect,2026-06-12,VFD Unit,Minor,X-Ray,110.09,PWF,LINE1-M02
DEF-00902,H04223,Power Defect,2026-06-13,Power Supply,Major,Automated,677.58,PWF,LINE2-M01
DEF-00903,L04225,Structural Stress,2026-06-13,Gearbox,Critical,Manual,1144.3,OSF,LINE3-M02
DEF-00904,M04229,Tool Damage,2026-06-13,Tool Holder,Major,Automated,688.09,TWF,LINE3-M01
DEF-00905,H04230,Tool Damage,2026-06-13,Tool Tip,Major,Automated,766.47,TWF,LINE2-M01
DEF-00906,L04233,Tool Damage,2026-06-13,Tool Tip,Major,Automated,332.86,TWF,LINE1-M01
DEF-00907,M04234,Tool Damage,2026-06-13,Spindle Interface,Major,Ultrasonic,773.17,TWF,LINE3-M02
DEF-00908,L04235,Tool Damage,2026-06-13,Tool Tip,Minor,Automated,61.94,TWF,LINE2-M02
DEF-00909,H04237,Thermal Defect,2026-06-13,Motor Housing,Critical,Ultrasonic,1685.13,HDF,LINE3-M01
DEF-00910,M04240,Power Defect,2026-06-13,Electrical Panel,Minor,Manual,206.58,PWF,LINE1-M01
DEF-00911,L04251,Power Defect,2026-06-13,Drive Motor,Critical,Manual,1087.18,PWF,LINE2-M01
DEF-00912,H04257,Thermal Defect,2026-06-13,Heat Exchanger,Major,Automated,403.21,HDF,LINE1-M02
DEF-00913,M04276,Power Defect,2026-06-13,Electrical Panel,Major,Automated,557.37,PWF,LINE3-M02
DEF-00914,L04283,Power Defect,2026-06-13,Electrical Panel,Major,Ultrasonic,743.81,PWF,LINE2-M02
DEF-00915,H04291,Thermal Defect,2026-06-13,Heat Exchanger,Minor,Manual,192.0,HDF,LINE2-M01
DEF-00916,M04294,Power Defect,2026-06-13,VFD Unit,Minor,Manual,182.34,PWF,LINE2-M01
DEF-00917,L04302,Power Defect,2026-06-13,Electrical Panel,Critical,X-Ray,1064.77,PWF,LINE2-M02
DEF-00918,L04307,Power Defect,2026-06-13,Drive Motor,Critical,Manual,1370.29,PWF,LINE3-M01
DEF-00919,L04311,Power Defect,2026-06-13,VFD Unit,Critical,Automated,1879.37,PWF,LINE2-M02
DEF-00920,H04314,Tool Damage,2026-06-13,Tool Tip,Minor,Manual,138.72,TWF,LINE3-M01
DEF-00921,L04315,Tool Damage,2026-06-13,Spindle Interface,Major,Ultrasonic,654.29,TWF,LINE2-M02
DEF-00922,L04316,Tool Damage,2026-06-13,Cutting Edge,Critical,Automated,1253.79,TWF,LINE2-M01
DEF-00923,L04317,Tool Damage,2026-06-13,Tool Tip,Major,Visual,385.58,TWF,LINE2-M02
DEF-00924,H04318,Tool Damage,2026-06-13,Tool Tip,Critical,Manual,1798.54,TWF,LINE2-M01
DEF-00925,M04319,Tool Damage,2026-06-13,Tool Holder,Minor,Manual,84.53,TWF,LINE3-M01
DEF-00926,M04320,Tool Damage,2026-06-13,Spindle Interface,Major,Ultrasonic,358.55,TWF,LINE2-M01
DEF-00927,L04334,Power Defect,2026-06-13,Drive Motor,Critical,Ultrasonic,2016.24,PWF,LINE1-M01
DEF-00928,M04335,Thermal Defect,2026-06-13,Motor Housing,Major,Automated,717.15,HDF,LINE2-M02
DEF-00929,L04338,Power Defect,2026-06-13,VFD Unit,Major,Ultrasonic,562.68,PWF,LINE2-M02
DEF-00930,L04339,Power Defect,2026-06-13,Drive Motor,Major,X-Ray,384.97,PWF,LINE2-M02
DEF-00931,L04381,Power Defect,2026-06-13,Drive Motor,Major,Automated,384.74,PWF,LINE2-M01
DEF-00932,L04382,Power Defect,2026-06-13,Electrical Panel,Critical,Ultrasonic,1557.33,PWF,LINE2-M01
DEF-00933,L04387,Power Defect,2026-06-13,VFD Unit,Critical,Ultrasonic,1870.23,PWF,LINE3-M02
DEF-00934,L04396,Tool Damage,2026-06-13,Spindle Interface,Critical,Ultrasonic,1288.12,TWF,LINE2-M02
DEF-00935,M04397,Tool Damage,2026-06-13,Spindle Interface,Major,Ultrasonic,455.93,TWF,LINE1-M01
DEF-00936,H04400,Tool Damage,2026-06-13,Tool Holder,Critical,Manual,2378.26,TWF,LINE1-M01
DEF-00937,L04402,Tool Damage,2026-06-13,Tool Tip,Minor,Manual,149.77,TWF,LINE3-M02
DEF-00938,L04405,Tool Damage,2026-06-13,Cutting Edge,Major,X-Ray,255.8,TWF,LINE3-M02
DEF-00939,L04406,Tool Damage,2026-06-13,Tool Holder,Major,Ultrasonic,293.66,TWF,LINE3-M02
DEF-00940,H04407,Tool Damage,2026-06-13,Tool Holder,Critical,Automated,1211.8,TWF,LINE3-M02
DEF-00941,M04409,Power Defect,2026-06-13,VFD Unit,Critical,Automated,1171.58,PWF,LINE1-M02
DEF-00942,M04412,Thermal Defect,2026-06-13,Bearing Assembly,Major,Ultrasonic,379.93,HDF,LINE3-M02
DEF-00943,H04419,Power Defect,2026-06-13,Power Supply,Critical,Automated,1936.98,PWF,LINE3-M01
DEF-00944,L04424,Power Defect,2026-06-13,Drive Motor,Major,X-Ray,422.57,PWF,LINE2-M01
DEF-00945,M04427,Power Defect,2026-06-13,Power Supply,Minor,Ultrasonic,178.25,PWF,LINE1-M02
DEF-00946,H04434,Power Defect,2026-06-13,Electrical Panel,Critical,Visual,2240.65,PWF,LINE1-M02
DEF-00947,M04446,Power Defect,2026-06-13,Drive Motor,Critical,Visual,1906.68,PWF,LINE2-M01
DEF-00948,M04453,Power Defect,2026-06-13,VFD Unit,Major,X-Ray,420.59,PWF,LINE1-M02
DEF-00949,H04456,Power Defect,2026-06-13,VFD Unit,Major,Automated,669.75,PWF,LINE3-M01
DEF-00950,L04459,Power Defect,2026-06-13,Electrical Panel,Critical,Automated,1653.34,PWF,LINE1-M02
DEF-00951,L04482,Power Defect,2026-06-13,Drive Motor,Critical,X-Ray,1664.79,PWF,LINE2-M02
DEF-00952,M04483,Tool Damage,2026-06-13,Tool Holder,Critical,Visual,1256.43,TWF,LINE2-M02
DEF-00953,L04484,Tool Damage,2026-06-13,Spindle Interface,Minor,X-Ray,130.66,TWF,LINE2-M02
DEF-00954,L04485,Power Defect,2026-06-13,Power Supply,Minor,Visual,87.35,PWF,LINE3-M02
DEF-00955,L04486,Tool Damage,2026-06-13,Tool Holder,Major,Automated,753.33,TWF,LINE1-M01
DEF-00956,L04488,Structural Stress,2026-06-13,Chuck Assembly,Minor,Automated,150.15,OSF,LINE1-M01
DEF-00957,M04490,Tool Damage,2026-06-13,Tool Holder,Major,Automated,525.06,TWF,LINE2-M01
DEF-00958,L04491,Tool Damage,2026-06-13,Tool Holder,Minor,Manual,84.92,TWF,LINE2-M01
DEF-00959,L04531,Power Defect,2026-06-13,Drive Motor,Critical,X-Ray,1176.82,PWF,LINE1-M01
DEF-00960,M04536,Power Defect,2026-06-13,Power Supply,Major,Automated,750.27,PWF,LINE1-M02
DEF-00961,L04538,Power Defect,2026-06-13,Electrical Panel,Minor,Ultrasonic,97.61,PWF,LINE1-M01
DEF-00962,H04541,Power Defect,2026-06-13,VFD Unit,Major,Ultrasonic,373.07,PWF,LINE1-M01
DEF-00963,M04545,Power Defect,2026-06-13,Electrical Panel,Major,Automated,609.17,PWF,LINE2-M02
DEF-00964,M04546,Thermal Defect,2026-06-13,Cooling System,Major,Visual,449.55,HDF,LINE3-M02
DEF-00965,M04550,Power Defect,2026-06-13,Drive Motor,Critical,Ultrasonic,1463.97,PWF,LINE2-M02
DEF-00966,M04555,Thermal Defect,2026-06-13,Cooling System,Major,X-Ray,639.64,HDF,LINE1-M01
DEF-00967,H04558,Thermal Defect,2026-06-13,Bearing Assembly,Critical,Manual,1809.66,HDF,LINE2-M01
DEF-00968,L04563,Power Defect,2026-06-13,Drive Motor,Major,Automated,306.09,PWF,LINE3-M01
DEF-00969,M04565,Structural Stress,2026-06-13,Gearbox,Critical,Automated,2290.66,OSF,LINE2-M02
DEF-00970,L04569,Tool Damage,2026-06-13,Cutting Edge,Major,Manual,365.03,TWF,LINE2-M01
DEF-00971,L04572,Tool Damage,2026-06-13,Spindle Interface,Major,Manual,467.63,TWF,LINE3-M01
DEF-00972,L04573,Tool Damage,2026-06-13,Tool Holder,Critical,Automated,1347.25,TWF,LINE2-M01
DEF-00973,L04574,Structural Stress,2026-06-13,Gearbox,Major,X-Ray,608.55,OSF,LINE3-M01
DEF-00974,L04575,Tool Damage,2026-06-13,Spindle Interface,Major,X-Ray,341.28,TWF,LINE1-M01
DEF-00975,L04576,Tool Damage,2026-06-13,Tool Holder,Critical,Automated,1345.92,TWF,LINE3-M02
